"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Other STDs","0.1","0.05443","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Intentional injuries","0.8","0.84901","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Anxiety disorders","0.0","0.00213","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Osteoarthritis","0.0","0.00332","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Rabies","0.3","0.31187","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Eating disorders","0.2","0.20253","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Meningitis","0.4","0.36148","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Periodontal disease","0.0","0.00204","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Gout","0.1","0.12870","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Congenital heart anomalies","1.5","1.51713","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Road injury","3.8","3.77062","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Acute hepatitis B","0.0","0.01210","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Dental caries","0.1","0.08294","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Mouth and oropharynx cancers","14.7","14.66539","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Cardiovascular diseases","890.5","890.52332","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Schizophrenia","0.0","0.01210","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Acute hepatitis C","0.0","0.03293","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Protein-energy malnutrition","0.2","0.21629","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Leprosy","0.0","0.02579","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Unintentional injuries","23.9","23.89324","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Respiratory diseases","5.6","5.62654","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Nutritional deficiencies","0.2","0.16409","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Other mental and behavioural disorders","0.9","0.85208","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Other malignant neoplasms","1.7","1.70910","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Intentional injuries","13.6","13.61091","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Acute hepatitis C","2.0","2.00850","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Diarrhoeal diseases","0.2","0.18143","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Musculoskeletal diseases","0.8","0.82792","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Epilepsy","4.3","4.34102","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Lymphomas, multiple myeloma","1.1","1.10800","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Neonatal conditions","3.6","3.56788","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Respiratory infections","6.5","6.50844","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Pancreas cancer","11.0","11.04438","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Alcohol use disorders","0.9","0.94492","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Respiratory diseases","275.6","275.57800","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Chronic obstructive pulmonary disease","376.8","376.84961","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","All Causes","1108.6","1108.61499","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Hyperplasia of prostate","0.0","0.02126","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Tetanus","0.0","0.01080","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Leprosy","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Schistosomiasis","0.0","0.00130","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Chronic obstructive pulmonary disease","0.1","0.06406","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Unintentional injuries","63.1","63.06527","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Tetanus","0.0","0.01063","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Other circulatory diseases","4.7","4.65217","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Measles","0.0","0.00347","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Tuberculosis","0.9","0.92471","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Childhood-cluster diseases","0.0","0.02020","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","All Causes","938.7","938.69562","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Lower respiratory infections","1.0","0.96644","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Epilepsy","1.2","1.16904","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other nutritional deficiencies","0.1","0.09588","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Kidney diseases","4.5","4.46380","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Iron-deficiency anaemia","0.2","0.15756","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Endocrine, blood, immune disorders","3.8","3.83450","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Unintentional injuries","35.9","35.89727","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Birth asphyxia and birth trauma","0.0","0.00111","","",""
